Gene	x	y	cluster
IRS1	3.249453	2.6455412	14
GSPT2	-9.133387	-1.8653722	7
GLS2	4.004248	0.28739738	14
STARD4	0.7392244	1.7258356	29
GSN	3.9291909	12.004076	11
KHDRBS3	26.628883	6.977811	12
KCTD9	-16.476805	-10.274923	4
GSK3B	23.065395	5.356923	12
GSK3A	-5.1459756	-8.1511755	6
TAB3	4.6377616	-13.154126	1
GSG1L	15.253047	9.697082	11
GSE1	10.883955	2.172674	16
ANP32B	-18.75193	7.8922973	13
MBD2	15.220674	-5.6716075	18
GSDMB	-9.611046	-12.584143	1
NLE1	-13.760595	-1.552844	6
MATN1	-6.8959837	3.4711726	8
ELF2	19.819387	6.525123	11
PTGR1	26.563026	-0.87592566	27
CHPF	-8.336852	0.6256957	6
PRSS36	-14.238324	-1.3042719	6
HS3ST3B1	-6.7708454	11.754049	8
ZNF816	-16.910385	0.0074164807	0
PCYT1B	-18.48203	-14.146603	4
CHERP	-12.413595	2.8454545	14
GRTP1	-11.527289	8.367438	3
HNRNPA1L2	-19.682436	1.0448928	14
NIP7	-10.710144	-2.497255	22
TCOF1	-12.026091	-9.786271	6
CILP2	-13.308829	7.189223	3
GRN	-9.81925	-0.9919036	10
ATP8A2	25.438015	7.0427423	12
DENND4B	-9.353597	-9.299289	9
GRM7	25.975252	8.78868	24
NAB1	11.1485615	5.919151	5
GRM5	25.792847	8.388317	24
NFKB2	-13.580136	7.18468	3
ARHGEF2	2.0809531	10.104085	16
HECTD2	24.778715	1.8469493	10
PHF10	-2.551611	-9.908304	1
GRIPAP1	11.502232	-5.6122355	5
GLRX	-6.483564	-1.8193679	7
NMRK1	2.0156806	-12.0614605	14
GRIP2	-2.1433506	9.562435	19
HSPBP1	-10.872683	0.312263	6
GCLC	2.4952636	8.719734	11
GRIP1	25.706644	8.1077585	12
GRIN2D	-0.6114298	8.758609	3
GRIN2B	25.707977	7.9210925	12
GRIK5	13.124702	-1.2618954	5
RAB11A	26.392776	-0.5496307	27
MAP3K1	6.9835663	9.7564945	11
PHF13	-12.765197	-0.9662223	6
KLF7	16.326948	7.5989256	12
C14orf119	-8.178544	-3.3869703	7
GRID1	22.707747	7.8537064	12
TDRKH	-16.836586	-7.705902	7
GRHPR	-5.556761	-3.8419492	7
GRB2	21.250372	-5.8668766	15
EXOSC9	-9.432993	-4.4929395	7
METAP1	5.7540812	-11.775523	1
NDUFS1	21.928497	-0.030441547	15
KBTBD4	-13.82136	-3.5657458	6
NSA2	-1.936003	-5.6651926	20
AIMP1	0.94336927	-10.750185	1
SART3	5.569612	-10.366468	1
GRAMD1C	7.6666403	1.3954186	16
PGAP3	-13.037522	-8.729357	4
PCIF1	-13.348062	-0.17425571	6
GRAMD1A	-6.1500645	2.5251615	6
TPST2	5.2144785	-2.1158638	16
NDRG1	2.7869418	11.818431	11
GPX8	-13.477716	8.203345	3
SNED1	15.400297	3.271097	16
IL10RA	-15.402433	9.0633545	10
POLQ	-21.749506	4.8623652	17
GPX4	0.60009277	-3.023338	15
ZNF616	-17.844662	-3.719337	4
GPT2	7.8089676	-4.5471287	1
LIMS1	12.760737	8.224302	24
GPRIN1	-9.822724	3.0319867	6
EPPK1	-8.094943	7.4639688	8
FOXRED2	-11.694925	0.5519683	6
GPRC5C	-13.81293	8.701524	3
GPRASP2	-3.4604185	-8.344749	6
GPRASP1	4.2626877	0.8540559	14
GPR89A	8.348356	-11.972578	25
ZNF557	-17.993565	-7.505818	4
GPR88	-1.6543165	7.6458535	19
GPR85	-3.9320402	5.0100794	17
TANC2	24.267836	7.53644	12
GPR83	-6.704507	8.927681	3
LIPA	18.273314	6.2644687	12
GPR63	11.621822	6.1256194	26
LYPLA2	-11.7749	-3.1431985	7
GPR61	-15.159466	-7.8129416	6
GPR37	3.4741883	12.696917	11
GPR27	-10.008832	0.009499489	6
PAGR1	-11.887414	3.2071834	14
ELAC1	-12.722335	1.218351	7
PDP2	-12.699044	-7.5311923	6
MAP4K2	-10.97223	-10.142281	4
GPR176	11.764451	9.752523	5
SLC17A8	-2.889862	11.516892	24
GPR158	24.887041	6.8013444	12
C16orf74	-3.2532594	5.883812	8
GPR157	-9.004349	6.5530157	3
TIA1	4.227489	0.7582824	14
GPR156	-7.2903647	12.371783	19
IQCH	8.756345	4.5237794	2
GPR153	-6.8104324	5.5257277	8
DGKZ	15.816618	3.205393	16
LBR	-19.824688	8.479736	13
UGCG	15.094242	-11.062314	20
NAT9	-6.9146285	-9.977847	25
GPR143	-11.605145	7.220558	8
CABP4	-17.613173	0.017463623	0
SYNGR2	-11.086773	9.91198	11
TRERF1	16.754663	3.698324	16
GPR137B	10.651481	5.323245	1
GPR12	-5.135846	6.0099173	8
AZIN1	15.664799	-10.600122	20
GPR108	-12.332207	-2.3554778	7
SNRNP48	-15.97198	-10.211648	7
USP13	5.7527604	7.062254	19
GPN2	-13.944297	-9.263239	4
LINC00205	-1.7548119	-11.036358	9
GPN1	-17.041489	-7.745757	7
ITGA10	-14.894915	6.363919	0
KLHDC10	20.330204	1.2898728	12
PLXNB2	-8.04168	-10.367133	9
RD3	-15.287235	4.7305603	3
GPLD1	21.431614	-4.9529104	15
DAGLA	-9.679785	-9.618104	9
BMS1	8.990228	-10.626557	1
GPHN	24.177864	8.0529375	12
GPD2	12.973114	8.256092	24
GPD1L	6.58669	-4.701431	16
GPCPD1	6.3529067	4.203389	23
KLF10	-9.2833185	4.296021	10
GPC6	25.968967	9.858803	24
GPC5	25.61676	10.338782	24
ALK	13.394264	12.204358	19
FAT3	26.183712	9.469652	19
GPC2	-8.452856	4.1398478	6
INAFM1	-6.462346	-1.6507719	15
GPC1	9.488627	-2.8317683	25
MMS22L	5.0506673	7.885645	13
BAG1	-5.223794	-0.93216896	17
MAPRE3	22.743073	-4.0898333	15
MOBP	4.185384	12.570428	11
GPBP1	22.756039	0.72284526	12
GPATCH4	-7.941184	-4.1916466	7
NDST4	14.979007	12.52344	19
IRAK1	-14.069378	-4.5370803	7
GPATCH2L	20.435276	-0.32486397	12
GPATCH2	21.511335	0.4400981	12
GPATCH11	-6.4434743	-7.26848	17
SEC61A2	15.642494	-6.921005	5
GPAT4	3.4940658	-11.283954	1
GPAT2	-16.515148	0.773853	0
GPAM	-9.202437	12.77427	3
CTXN3	-4.6181517	8.054661	8
CDC26	-10.011141	-3.7383325	7
GPAA1	-7.083833	-7.1341147	17
FHL1	25.331831	-0.70288116	12
GDPGP1	-19.315248	1.1218903	14
CLDN11	4.6340833	2.123568	14
ARL6IP1	4.144983	1.2544041	14
CLCN6	3.7579527	-6.950644	1
CLCN4	15.160465	-9.698354	15
AGTPBP1	21.505997	6.3479905	12
CCDC148	17.91559	-0.79221076	5
STIM1	17.781027	1.4713643	12
PEA15	1.3546487	2.1850262	13
RCL1	6.5430455	4.731036	3
CORO1C	10.060468	2.036011	16
CKAP2L	-20.64982	7.291335	13
ATOX1	-2.7116296	-2.8607075	20
RAI2	4.611379	-7.9032245	1
CSMD1	25.50866	8.983575	24
COL27A1	-3.482126	14.864605	3
DRAIC	8.69321	-7.112274	1
OAZ1	-1.4713683	-2.1019576	14
CPEB4	23.030338	5.779315	12
TMEM184B	11.58216	-2.8272576	11
LRPAP1	-1.3504217	-6.4799623	15
CBARP	-2.6619737	3.9362864	10
PRKD2	-5.976006	4.1543202	9
SLC11A1	-16.102627	9.396609	23
ITGB1BP2	-16.368088	0.121184	0
LINC00645	-9.618869	12.242005	3
CILP	-17.169817	0.8249875	0
RRAGA	-3.3587716	-5.68016	17
CIB1	-12.498373	9.955911	3
NTRK2	24.43743	8.386525	12
GLCCI1	20.51687	6.193735	12
CHURC1	11.939318	-12.78837	20
CHST3	-9.650973	9.545469	3
ATE1	20.84042	2.5526228	12
RANBP17	19.594563	9.682046	26
MIR762HG	-20.102968	-2.9069948	0
CHRM2	15.838766	12.096841	19
TMEM39B	6.3589926	-8.13566	14
CHRFAM7A	-19.40474	1.0871646	14
CHRAC1	-13.486652	-1.3311857	6
TSPYL4	2.9369025	-5.9132366	1
AKR1C1	-6.480045	6.7777185	6
CHMP7	-11.499012	-5.8380857	6
METTL25	18.693758	-1.125045	5
CHMP4B	2.1798847	-8.353688	1
BCL9L	-10.015292	3.1241465	6
TRAPPC2	-2.6992903	-12.599897	1
PLCL1	22.240103	8.512549	12
B3GAT3	-5.1422386	-6.5077453	17
FBXW4	17.723265	-2.0747304	5
CHID1	-8.166645	-4.466417	7
IRF2BP2	-6.987406	0.05844189	6
RAB39A	-14.0467205	-14.814255	4
NUP43	-16.893074	-7.652876	4
GOLT1A	-5.383604	5.0727344	9
CUX2	20.30764	10.03167	12
CHEK1	-19.054619	6.360606	13
CHD7	5.559377	11.925639	11
GANAB	-10.19895	-10.785031	20
CHD1	17.875877	-5.354617	21
CHCHD2	-0.109474	-2.5482993	15
PARP10	-17.433025	-1.0299834	0
RAD17	5.002392	-11.88583	1
ZNF91	21.654957	2.154109	12
CHAF1A	-19.159645	5.4178524	13
RMI1	-19.870913	-9.143339	4
FBLL1	-8.786859	0.019082123	6
ABCD3	17.628372	-6.8948298	18
ZXDC	13.681967	-2.271731	5
DIS3L	5.447877	-10.034435	1
MIER1	18.942036	-4.434047	5
PTCH1	-3.4667802	14.955029	3
MAPK6	17.207346	-10.740031	5
MAML3	16.026958	11.893979	19
MAML1	7.4399705	-8.194716	14
C16orf87	8.46483	0.5302987	16
CCDC71	-12.171599	-3.2760472	7
COLEC12	-8.528348	14.503485	3
EVA1A	-19.595137	-0.5669268	0
DHX34	-13.524955	-11.775495	4
DPH6	19.860735	6.3757915	12
ZNF569	6.6567054	-11.792382	1
AJUBA	-13.801885	7.6267653	3
CCNB1	-20.66571	7.4772162	13
ZRANB2	23.659687	1.5058284	21
LINC01278	23.609043	5.2983246	12
CCDC117	-18.522058	-7.140327	6
R3HCC1L	14.507413	-6.568093	18
CGNL1	-7.907214	13.399418	3
GNS	8.706763	-9.991775	20
HES2	-18.802797	0.41614616	0
PHKG1	-21.784779	-2.7602105	0
RAD50	21.135225	-2.5074182	5
SRSF9	-3.7899117	-1.20624	17
NMNAT3	13.55313	7.918003	16
TSPAN11	-8.809147	8.191593	3
CRYM	13.28565	4.346528	26
GOT1	1.9319658	-3.8860395	15
LRRC45	-16.465965	-1.7115254	0
PILRA	7.0088587	-6.777711	1
CIRBP	24.71579	-0.35118812	21
IPO8	13.215432	-8.090377	18
RASAL2	24.74057	7.0641637	12
PHB2	-5.5932403	-3.058782	7
HMGN3	24.972778	-0.2789658	21
CHRNA4	-6.4480376	5.430525	8
RAB28	20.656607	1.7685285	12
ZFAND2B	-10.139914	-7.0847936	7
BSCL2	4.041864	1.1025271	14
PDE1A	22.656807	9.532719	12
ABHD14B	-23.078232	4.244408	6
DPY30	1.057869	-9.148213	20
SMIM10L2B	-4.735543	-8.176448	6
OCA2	16.469744	8.45514	16
CFAP61	9.130151	4.2671013	2
CFAP54	9.338146	4.337512	2
CFAP43	8.949226	4.345356	2
GJC2	-10.741478	9.932123	11
STX5	5.7872667	-9.37825	1
RABL2B	5.4881353	-7.5985317	14
LRRC47	-7.2000093	-7.757893	7
TRIM8	-10.637918	2.8026245	4
ENPP5	-3.7318175	-6.9528213	20
TSTD2	9.48149	-12.255952	1
SLC16A1	-13.872478	12.260753	3
EDN1	-16.752703	3.527571	0
TMEM191C	-15.252135	-3.8418064	0
VPS54	19.033312	-0.6479542	5
CETN3	-19.300518	-11.1623335	7
ANKRD26	22.782063	2.8404207	12
ACAP1	-15.00734	4.6077733	3
CERS5	15.894077	-1.8314341	5
LTBP2	-14.042451	9.122015	3
JAG2	-8.532684	-10.391724	9
DNAJA3	3.7877133	-9.776929	1
CERS1	7.742997	-2.4318469	25
DSC2	-14.230363	4.709918	0
BRCA2	-19.051853	6.493065	13
ATG14	9.614235	-13.1049595	1
STAC	10.1415615	8.698074	8
BTN2A1	-11.659354	-3.5211544	7
CTSB	3.1046538	-5.6799526	15
CEP63	17.787497	-7.5336637	5
LGMN	-2.9866495	11.032891	15
GOPC	5.9847155	0.8835188	14
CEP295	16.335022	-4.92277	5
NUP88	12.580961	-7.2629094	5
NSMAF	21.736925	0.4240182	12
CEP112	24.313824	4.8925395	12
CENPW	-19.967964	7.372334	13
TRIP13	-14.998255	1.428019	7
LDAH	17.231148	-4.6060996	5
C12orf4	12.083209	-9.598537	18
PGK1	1.269278	-4.4164877	15
CENPU	-19.546047	6.7974086	13
CENPT	-7.813876	-9.855143	9
CENPP	20.621332	4.0082736	12
FAM20C	-6.403544	5.360734	8
CENPL	-20.200672	6.0540547	13
KCTD7	7.1428685	-6.477117	14
ATP6V0A2	8.763963	-8.620765	1
ARPC1B	-14.268193	10.005767	10
CENPK	-19.405138	6.663476	13
CENPF	-20.685268	7.6537433	13
CEND1	2.056435	-3.8910017	15
MED8	-8.645156	-5.7820516	7
ELP5	-10.453236	-4.686075	7
COPS4	12.587787	-11.835308	15
CPQ	5.5165315	11.108492	11
MYOM1	-6.7185016	12.423574	8
UQCR11	-1.206828	-3.3071363	20
DR1	-3.771698	-10.31937	6
ZNF780A	-19.08358	-7.7638645	14
MTM1	14.867315	-5.19127	5
ITGA9	15.398423	5.1773386	12
GATM	2.2119775	12.461171	11
STAU2	23.767452	5.70269	12
KHDRBS2	25.846706	7.956329	12
ZNF32-AS1	-18.243513	3.4807246	6
GPNMB	-9.345745	11.111291	3
THBS2	-9.999256	10.738347	3
MAGT1	-12.127165	9.087538	10
ERGIC1	13.620507	-1.587687	16
RPA2	-7.751771	-2.241585	13
GRIN2A	25.895	7.1046515	12
ABHD17B	4.387533	10.836726	11
LRRC75B	-15.582891	-3.0122888	0
KCNE2	-22.318289	2.2154632	22
URI1	19.711706	5.769615	26
CDT1	-18.319763	5.5901604	13
HMG20B	-15.886538	2.9299445	22
FAM234A	5.00544	-8.606043	11
MRPS14	-9.196863	-4.093115	7
CDKN3	-20.58747	7.4300394	13
CDKN2D	-2.8056471	-5.6108565	17
NCAPD2	-20.942268	-4.6601863	13
ANKRD34A	-11.747302	-0.90842485	6
CDK8	20.670382	4.3326683	12
NOXA1	9.312544	-3.4216857	25
FBXO22	16.740376	-3.8236291	5
CDK2AP2	-10.427277	-0.7677677	7
CDK13	22.395725	4.5577245	12
CDHR1	-7.2139163	7.7371206	19
PA2G4	-3.334834	-3.2842503	20
FUCA2	-20.90955	-7.431321	4
CDH7	15.297851	12.294237	19
GEMIN7	-11.776242	-2.3476458	7
LSMEM2	-17.609869	1.1059041	0
OST4	-3.6080494	-2.4714324	20
OPA3	-12.574721	-12.221507	4
CDH3	-11.5960455	-13.726303	4
HINFP	-9.876848	-11.070717	9
CDH24	-7.1638365	7.8738065	8
CDH13	25.849092	10.084317	12
L1CAM	-2.7179334	-8.579041	6
CDH2	24.177706	6.290445	12
NORAD	23.53849	-3.370409	15
FBN3	-8.710977	8.296262	3
CDH10	24.282692	10.63675	12
CCDC15	-17.297941	6.3719645	13
PPP2R1A	3.004352	-4.737879	15
HAX1	-6.3183446	-4.5029917	7
PCM1	22.707151	4.618015	12
ZDHHC2	10.837393	6.701197	19
CDCA8	-20.742523	7.3058224	13
MTMR7	20.117064	5.2711816	12
DRD4	-17.500109	-0.9617993	0
CDCA7L	-12.603858	8.048435	3
EFNB2	12.863298	6.094136	13
UTS2	-19.682493	-0.6778065	0
CNKSR2	26.20254	6.0477576	12
MTRF1L	-19.266161	-8.416495	7
FAM110A	-10.718903	5.358872	6
C1R	-12.301788	9.582814	3
ME2	16.266785	-4.1227093	16
YME1L1	20.038383	-3.7595406	5
CDC42SE1	4.135402	-2.1228037	27
CDC42EP4	-11.206072	11.502593	3
DENND1B	22.684347	2.3900065	12
CDC37L1	10.354094	-12.537645	9
CDKL2	19.275633	-9.444532	15
SH3GL3	22.201035	8.106922	12
GMPS	13.668539	-8.891258	21
CDC27	21.026537	1.4897718	12
CDC25B	10.57912	-4.462702	19
G3BP2	22.673876	-3.1955795	15
CD99L2	5.719947	-3.2558749	15
DCDC2	8.061894	4.409242	2
WDR49	-7.5976877	15.104177	3
PITRM1-AS1	-19.970398	-1.5356886	0
CD83	-7.1222973	6.755645	10
EXOC1	20.95189	-2.269901	12
CD81-AS1	-13.070559	-10.547605	4
CHML	3.1473644	0.79229456	14
FANCG	-15.977486	-0.8837181	0
ZNF256	-13.745365	-2.3299277	7
KIF1C	-7.41537	3.5968833	4
SAMD8	14.8735075	-1.8712295	5
BTG3	-18.869993	8.110088	13
KIF7	-11.773738	5.9069147	3
COL1A1	-7.903251	6.8342185	8
ALKBH3	5.7304597	-11.180032	1
TRIM58	-10.160125	5.18758	8
IKBKB	5.580682	-8.643807	4
HRAS	-3.6183329	-5.0592494	17
CNOT10	13.962614	-4.1725216	5
TRAPPC2L	-6.115563	-2.7655988	7
KIF3B	13.425041	-5.087617	5
EBP	-6.703783	-2.6070418	7
CEP250	6.72693	-8.437384	1
CD2BP2	-10.000113	-2.9474323	7
DUSP9	-5.789689	4.7162294	9
SH2D6	-17.198732	-1.6113082	0
SPIN4	-20.667692	0.31585503	14
CD27-AS1	-12.21674	-6.963115	11
TRMT11	24.113426	5.431315	12
BIK	-18.383938	-0.42974213	0
BPHL	-10.127987	-15.028943	20
MKRN3	3.8751733	11.549816	11
CSK	-5.0423717	7.13496	6
ZNF700	-12.252158	3.3533041	14
CITED1	-12.18437	10.175134	3
IGSF1	-10.329896	6.325032	3
CHD8	16.863443	-3.2143989	5
CUL1	19.481237	-0.7157567	12
ZHX2	5.510386	11.705953	11
GOLIM4	1.2275954	9.507688	19
IST1	11.965507	-7.549283	1
CCT6A	-0.58842534	-5.2638593	20
ASPSCR1	-9.523204	-10.438639	9
PCK2	-18.293308	5.2465525	13
CCSAP	7.429171	-0.37741882	1
CDC40	14.426919	2.6705716	11
TRMT5	-12.093431	-1.837182	6
CCS	-6.4809833	-10.412414	25
CNNM2	20.868895	3.3056626	12
GIPC1	12.597015	-3.6709342	5
FTSJ1	-14.324082	-2.733405	7
CHD5	14.932287	0.5926572	16
EPDR1	13.953823	-10.125907	25
ZNF638	22.842472	6.933763	12
PLPP7	6.4659925	-7.6649485	14
CCNE1	-14.530917	-1.7197976	6
CCNYL1	8.553826	0.67316645	16
AFF1	16.141825	6.555375	12
GDE1	-6.0465975	-6.455747	6
DSE	23.41723	-0.89695305	12
CCNL1	10.445899	-14.710218	1
CCNJ	-19.24212	-5.379486	6
PELI1	8.435007	1.908509	18
CCDC102B	20.72386	-4.152135	15
CCNI	25.330479	-1.7393776	15
CHST10	-6.3784432	2.4884286	4
SCAMP5	23.543663	-2.8973026	15
CCNG2	-2.8855748	9.022363	3
SERPINB9	1.469895	3.3007932	25
CCNF	-20.38692	3.9718013	4
AKT2	11.053518	-2.2869136	16
CYSRT1	-16.102684	-1.0525883	0
CLPX	5.2111406	-10.612055	1
C16orf46	-12.332346	3.4481733	14
HOXB2	-12.1967745	6.791142	8
NR2C1	16.740677	-2.3089366	5
CCNA1	-20.553423	7.0341926	6
SIL1	20.125912	2.0932634	12
DTX3	-0.90447056	-9.926389	1
UBLCP1	2.6132314	-9.079201	1
ADAMTS6	-3.7390842	12.459637	16
FADS1	-1.0887376	2.3329556	29
MVB12B	18.432096	6.804421	11
GLB1L2	-18.796946	-0.5764225	0
NACAD	-7.812565	0.9193015	6
CACNA1C	25.458397	7.5288854	12
CCKBR	-11.337382	-8.788733	9
MSN	-12.734364	10.726295	3
CCER2	-14.978458	2.1414618	0
C11orf54	7.497739	-11.0445795	1
CEP95	16.637533	-6.402365	5
PSMD9	-11.838808	3.3648298	14
CCDC81	-16.159056	7.3733234	2
ZNF124	1.7614504	5.3120775	1
POP4	-10.48581	-3.4688985	7
NDUFB1	-1.505123	-3.0275743	20
CRELD2	-10.133026	-7.234083	10
CCDC74A	-10.261746	4.2904305	3
CCDC59	14.173896	-7.3146567	1
HSPA4	16.448893	-9.168661	15
FBXL17	24.229715	7.120696	12
RALA	18.706112	-5.470911	5
CCDC34	-5.382286	-11.851798	13
CCDC33	-18.359442	-0.40350536	0
EHD2	-9.666633	6.293126	3
PPHLN1	21.519047	1.585805	12
CCDC25	11.250213	-13.079383	20
SYNGR1	4.7549357	-3.8463814	15
LRFN3	-12.936853	-1.0104162	6
SMUG1	-10.667721	-5.245659	7
EMD	-11.1345215	-4.884551	7
RYR3	25.979305	10.559598	19
LRIF1	-3.0685074	-11.042003	20
ARID4B	22.23928	4.66154	12
CCDC191	8.625264	4.336132	2
RASL11B	-10.563932	1.4108232	6
CCDC186	17.722155	-7.6129103	5
CACNG8	15.103355	0.6788943	16
TTLL7	22.368187	8.034335	12
CCDC80	-9.104721	11.118221	3
SLC6A12	-14.734385	11.038677	3
AFF4	20.956923	1.9532243	12
CCDC66	22.16575	0.43210933	5
NUDT9	2.5208094	-10.826223	1
CCDC167	-5.263712	-2.3936026	13
ARAP1	-7.9525666	6.116925	8
DCP2	10.558173	-11.805874	1
PNO1	-3.0884793	5.674493	8
POU6F1	5.8197637	-7.7346277	1
CDC25A	-15.7601595	1.9024377	13
GNAI2	-5.354182	1.9232935	8
PPCS	-10.897789	-3.9736035	7
JAKMIP1	24.975231	0.5772134	25
MMAA	-18.686628	-8.513306	4
ANXA2	-12.203422	10.690602	3
HIRA	-14.828938	-10.592379	6
WIPF2	15.917626	0.50253487	16
GRM4	-1.3347056	7.9605746	19
DNM1	25.140709	5.0289326	12
MEIS2	16.874983	12.76097	11
PVT1	16.12697	3.4312723	16
CCDC13	-18.822952	1.5306114	0
CKS1B	-20.140804	7.374763	13
CCDC7	20.978874	3.6328936	12
CCDC120	-15.133866	-4.559232	0
CCDC12	2.0779684	-10.0585575	20
ACTR2	22.865372	0.08611626	12
CCDC115	-7.6443133	-3.2386258	6
ACBD4	-14.461031	-6.2683797	0
CHD4	16.94292	-10.946702	16
TMEM120B	12.4188595	0.13693997	16
PUDP	13.986509	-6.701608	18
ZNF382	13.816929	-6.202464	5
KRIT1	4.738874	0.94280374	14
ARPC2	21.368303	-6.5681467	15
CC2D1B	-16.839033	-4.4570084	0
IRAK2	-9.885355	9.18823	3
EFCAB12	-10.68147	6.552895	2
NAPRT	-12.575364	-5.7684546	9
CCDC184	-7.2833853	1.3323505	6
LACTB	-10.192551	-15.025872	20
CBX8	-15.498595	-0.93803287	0
XKR8	-15.357907	0.03800122	0
CBX3	-2.9669263	-0.9985049	17
INPP5F	19.167871	5.438768	26
CBR4	20.725649	2.0726333	12
IRAK1BP1	22.287233	2.0716321	12
CBR3-AS1	-12.850742	-15.045791	7
MYO7A	-11.630216	7.2970114	3
CBLL1	-17.777714	-9.926416	4
GREB1L	17.480906	12.63192	26
SLC31A1	2.6969743	-12.413977	4
SNX31	9.392902	-7.954849	1
MTAP	4.8349714	1.1431963	14
DYNC1LI2	20.45966	-5.3531427	5
GOLGA8K	-16.493551	3.0457187	0
SMAD1	19.219383	-2.093294	5
CRACR2B	-16.068842	1.4026346	0
DDX24	24.241331	-1.7301104	15
PARP3	-15.49768	-1.2317816	0
MRGBP	-12.783264	-4.9217	7
DSCAML1	21.8326	8.622014	12
PRPF40B	14.433343	-2.8740573	5
SLC25A23	7.966828	-1.8838362	16
MBIP	4.450514	-12.499677	1
MIGA1	19.80706	-2.3524864	5
CDCA4	-19.446032	6.6812096	13
CAST	14.296479	6.5325747	15
DESI1	-11.533238	-12.628564	4
FGD6	3.4681778	6.9439144	3
METRN	-10.785767	12.533377	13
CASP8	-20.574362	-0.9776872	0
CASP7	-10.906415	8.555405	3
CASP6	-17.739199	3.958206	0
MRPS33	-5.9045987	-3.8457768	7
CPVL	-0.023192044	6.171347	25
INPP5J	-7.441279	4.8143086	8
PCSK5	17.038494	11.26506	26
CASC2	9.140523	4.860392	2
HVCN1	-6.8114376	14.283894	3
MATN3	-6.222574	6.421033	8
RIC3	23.133219	-0.45437843	15
GALT	-8.84189	-10.260634	9
C1orf74	-13.172439	-1.944298	7
CES4A	9.417557	-2.2815232	25
CENPS	-15.700282	-6.126216	7
OSBP	8.375134	-9.482528	1
CD109	-10.267475	14.1017885	3
KAZN	25.07963	8.934364	24
HDHD2	4.2049837	0.091731094	14
L3HYPDH	6.7690043	-12.527319	1
MPP3	-7.067889	6.801751	8
CCDC74B	-15.390978	2.4130633	0
CAPS	-15.554613	7.6583014	2
CDR2	16.979918	2.194084	5
ELP2	20.83042	-1.8174185	5
NELFB	-11.20611	-8.030926	6
CLEC2D	-17.511553	5.7764106	4
UBA5	14.344747	-8.339414	5
PTPRJ	20.51063	7.0842857	12
MFSD12	-8.5797	-11.802881	7
RAB39B	-11.128234	-1.4526943	7
MAPKAPK3	-22.356792	2.0421731	22
ARPC5L	-3.3828723	-6.3034654	17
LRWD1	-14.0027485	-3.56348	6
KPNA5	19.647488	-3.9306386	5
CAND2	7.137426	-7.305604	1
PCYOX1	2.5024745	-5.8053784	15
MUL1	-12.351501	-1.2364428	6
CAMTA2	4.7069983	-7.3109055	1
TMEM128	-23.351006	2.0612319	22
MRPL21	-6.2208014	-3.1883163	7
MED9	-23.965136	-0.18871276	22
LATS1	16.048168	-3.2141826	5
MTDH	23.251844	1.1230857	12
CAMTA1	24.007574	7.465841	12
UBE2J1	8.112991	-13.183579	18
CAMKK1	11.505952	0.19850644	16
CDPF1	-11.902781	-2.8770914	7
CAMK1D	25.35616	7.179807	12
NETO1	26.49594	6.6727033	12
RAPGEF5	22.113796	8.18749	12
ATP7A	-13.339949	2.4403708	14
PIH1D2	-14.917281	7.1538177	2
CALM1	25.894985	3.5206687	15
ALG3	-11.764845	-5.187943	7
GJC1	-14.53389	11.299208	3
ATAD3C	-17.810291	1.9844242	0
ZNF503	-9.71903	3.296781	22
APMAP	-0.90165395	-8.989486	25
NUP62	-13.111749	1.3529003	6
UQCC1	18.072906	-1.4265927	5
MECOM	-9.397059	14.904735	3
CADM4	-6.380046	2.616662	6
ARL14EP	11.071001	-11.336179	1
CRIPT	-1.028734	-11.223228	4
STAG3	-22.054066	-1.9410284	0
L3MBTL4	21.423494	10.230818	24
AP3M2	10.647077	-12.924624	15
CADM1	23.77977	8.581443	12
CINP	-8.741077	-6.3210235	7
CACNG2	15.695755	1.9874778	19
CACNB4	25.728949	4.9482102	12
CACNA2D1	23.409517	8.976005	12
TRIM52	-1.9279028	-11.649651	9
ARL4A	-2.7992735	1.1380968	20
SHARPIN	-10.204382	-6.572035	17
PRKAR2A-AS1	-15.862955	-0.44294512	7
CD2AP	13.438659	-8.617395	21
CACHD1	15.910762	10.272529	19
DGKA	-9.110958	-13.646065	4
SLC17A6	-4.050665	9.077497	15
CABP1	15.683509	3.889647	16
ECHDC2	9.3319645	9.908273	9
CABLES2	-14.817595	-4.262874	6
EXOC6B	23.238247	7.583055	12
CAAP1	13.238497	-9.044243	18
CA9	-9.063654	7.718248	3
PXDN	-8.654652	10.1101	3
CALN1	23.642668	9.9253235	19
LCMT2	-13.692225	-1.0656291	6
RPL13AP20	-17.738253	1.6330998	0
ZNF702P	-10.72853	-13.361799	4
ATP6V0E2	2.1245573	-3.0056546	15
CA11	10.420928	-0.16620001	16
C9orf50	-17.619892	-1.6200453	0
GUSB	-12.376417	-9.371558	4
CEP68	10.569428	-5.9651656	1
FAM135B	21.880672	10.024605	26
PNN	20.183487	-8.802869	21
C8orf89	-18.113655	-1.4800076	0
IGBP1	0.8349968	-9.393676	20
ERP44	18.88883	-2.9591448	5
TBC1D31	11.526435	-12.4199505	18
CALU	20.335413	-9.10793	5
EFCAB5	10.010604	-8.034891	18
TBC1D7	-18.259256	-9.695383	4
DCLRE1B	-22.656122	4.2989936	6
HMGN4	-16.596582	-8.562453	4
C8orf44	14.862645	-3.4428372	5
KIF1A	17.43982	0.99053204	15
ALG2	-11.2111225	-1.0781934	6
